;Установка;;;1 ревизия;;;;;;;;;;;;2 ревизия;;;;;;;;;;;;3 ревизия;;;;;;;;;;;;4 ревизия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№ гильзы;Дата ввода ;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;№ кристаллизатора;№ ручья;Дата установки;Дата вывода;Причина;стойкость, т;Зазор по шаблону;R1;r1;Левый;Правый;Замечания;;;
30013355;27.12.2019;16;1;30.12.2019;04.01.2020;смена сечения;3845;"0;5";"0;5";"0;5";"0;5";"0;5";ромб 10;16;1;13.01.2020;17.01.2020;ревизия;7336;"0;5";"0;5";"0;5";"0;5";"0;5";ромб 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013363;18.03.2020;16;5;27.04.2020;29.04.2020;смена сечения;1426;"0;4";"0;4";"0;4";"0;4";"0;4";;16;5;02.05.2020;04.05.2020;смена сечения;3140;"0;5";"0;5";"0;5";"0;5";"0;5";;16;5;09.05.2020;11.05.2020;смена сечения;4422;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013871;19.05.2020;16;3;22.05.2020;25.05.2020;смена сечения;2252;"0;4";"0;4";"0;4";"0;4";"0;4";;16;3;27.05.2020;02.06.2020;смена сечения;7361;"0;4";"0;4";"0;4";"0;4";"0;4";;16;4;11.06.2020;11.06.2020;перелив в гильзе;7365;"0;4";"0;4";"0;4";"0;4";"0;4";;16;6;21.06.2020;24.06.2020;смена сечения;9526;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 12;16;6;26.06.2020;30.06.2020;ревизия;13270;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014820;01.07.2020;16;2;06.07.2020;09.07.2020;ревизия;2385;"0;4";"0;4";"0;4";"0;4";"0;4";;16;2;14.07.2020;17.07.2020;ревизия;3990;"0;4";"0;4";"0;4";"0;4";"0;4";;16;2;20.07.2020;24.07.2020;ревизия;7846;"0;4";"0;4";"0;4";"0;4";"0;4";;16;2;31.07.2020;04.08.2020;ревизия;11266;"0;4";"0;4";"0;4";"0;4";"0;4";;16;1;07.08.2020;08.08.2020;нет масла по больш. Радиусу, ромб 17;12242;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013866;25.12.2019;17;5;26.12.2019;30.12.2019;ревизия;2672;"0;5";"0;5";"0;5";"0;5";"0;5";;17;5;06.01.2020;10.01.2020;ревизия;5760;"0;5";"0;5";"0;5";"0;5";"0;5";;17;5;.01.2020;20.01.2020;смена сечения;8438;"0;5";"0;5";"0;5";"0;5";"0;5";ромб более 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014138;29.04.2020;17;2;10.05.2020;11.05.2020;смена сечения;574;"0;4";"0;4";"0;4";"0;4";"0;4";;17;2;12.05.2020;17.05.2020;смена сечения;4487;"0;4";"0;4";"0;4";"0;4";"0;4";;17;6;19.05.2020;21.05.2020;смена сечения;6344;"0;4";"0;4";"0;4";"0;4";"0;4";;17;3;05.06.2020;08.06.2020;залита подвеска;8917;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83896;09.06.2020;17;5;10.06.2020;14.06.2020;ревизия;3538;"0;4";"0;4";"0;4";"0;4";"0;4";;17;5;16.06.2020;22.06.2020;ревизия;8597;"0;4";"0;4";"0;4";"0;4";"0;4";ревизия;17;5;26.06.2020;27.06.2020;ромб 25;9192;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014802;27.06.2020;17;1;29.06.2020;02.07.2020;продольная угловая трещина;2135;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014816;03.07.2020;17;3;06.07.2020;03.07.2020;ревизия;2550;"0;4";"0;4";"0;4";"0;4";"0;4";;17;3;14.07.2020;17.07.2020;ревизия;4139;"0;4";"0;4";"0;4";"0;4";"0;4";;17;3;20.07.2020;24.07.2020;ревизия;4158;"0;4";"0;4";"0;4";"0;4";"0;4";;17;1;31.07.2020;04.08.2020;ревизия;11409;"0;4";"0;4";"0;4";"0;4";"0;4";;17;6;07.08.2020;10.08.2020;ревизия;13750;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 15;;;;;;;;;;;;;;;;;;;;;;;;;;;
530314 К;10.08.2020;17;1;18.08.2020;21.08.2020;ревизия;2492;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 15;17;1;24.08.2020;26.08.2020;ревизия;3853;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013870;25.12.2019;18;6;26.12.2019;30.12.2019;ревизия;2738;"0;5";"0;5";"0;5";"0;5";"0;5";;18;6;02.01.2020;04.01.2020;смена сечения;4000;"0;5";"0;5";"0;5";"0;5";"0;5";;18;6;06.01.2020;10.01.2020;ревизия;5834;"0;5";"0;5";"0;5";"0;5";"0;5";;18;6;15.01.2020;20.01.2020;смена сечения;11712;"0;5";"0;5";"0;5";"0;5";"0;5";ромб более 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013362;18.03.2020;18;6;27.04.2020;29.04.2020;смена сечения;1338;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 17;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013872;19.05.2020;18;6;22.05.2020;25.05.2020;смена сечения;2270;"0;4";"0;4";"0;4";"0;4";"0;4";;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30013876;27.05.2020;18;6;27.05.2020;30.05.2020;прорыв;2256;"0;4";"0;4";"0;4";"0;4";"0;4";;18;1;05.06.2020;11.06.2020;;6711;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 13;18;6;16.06.2020;21.06.2020;ревизия;10801;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 12;12;4;22.06.2020;24.06.2020;смена сечения;12009;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014809;29.06.2020;18;6;30.06.2020;05.07.2020;ревизия;3525;"0;4";"0;4";"0;4";"0;4";"0;4";;18;6;08.07.2020;12.07.2020;ревизия;7145;"0;4";"0;4";"0;4";"0;4";"0;4";;18;6;15.07.2020;19.07.2020;ревизия;10654;"0;4";"0;4";"0;4";"0;4";"0;4";;18;6;23.07.2020;24.07.2020;ревизия;11234;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014825;26.07.2020;18;5;26.07.2020;29.07.2020;ревизия;2891;"0;4";"0;4";"0;4";"0;4";"0;4";;18;6;31.07.2020;04.08.2020;ревизия;6398;"0;4";"0;4";"0;4";"0;4";"0;4";;18;2;05.08.2020;09.08.2020;ревизия;9671;"0;4";"0;4";"0;4";"0;4";"0;4";ромб 24;18;5;15.08.2020;17.08.2020;ромб 24;10424;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30014818;17.08.2020;18;6;18.08.2020;21.08.2020;ревизия;2506;"0;4";"0;4";"0;4";"0;4";"0;4";;18;5;23.08.2020;26.08.2020;ревизия;4986;"0;4";"0;4";"0;4";"0;4";"0;4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
